14.0,3.0,3.0,14.0,3.0,3.0,6.0,3.0,3.0,6.0,4.0,6.0,3.0,25.0,3.0,3.0,3.0,3.0,16.0,14.0,6.0,4.0,3.0,4.0,3.0,10.0,3.0,3.0,3.0,10.0,3.0,6.0,5.0,3.0,20.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,7.0,3.0,10.0
10.0,20.0,12.0,12.0,11.0,6.0,5.0,10.0,12.0,3.0,9.0,5.0,11.0,8.0,7.0,12.0,21.0,15.0,12.0,47.0,3.0,3.0,9.0,18.0,26.0,5.0,3.0,19.0,7.0,17.0,11.0,9.0,9.0,28.0,15.0,3.0,20.0,35.0,3.0,3.0,8.0,13.0,25.0,22.0,19.0,18.0,11.0,16.0,6.0,3.0
50.0,38.0,41.0,11.0,98.0,27.0,45.0,32.0,78.0,43.0,47.0,8.0,78.0,56.0,24.0,48.0,59.0,12.0,21.0,52.0,46.0,18.0,12.0,28.0,24.0,9.0,9.0,22.0,13.0,14.0,18.0,19.0,35.0,86.0,15.0,8.0,73.0,21.0,47.0,29.0,17.0,21.0,40.0,30.0,31.0,45.0,21.0,46.0,6.0,40.0
113.0,65.0,69.0,34.0,78.0,43.0,107.0,125.0,39.0,123.0,41.0,142.0,38.0,29.0,118.0,36.0,105.0,89.0,64.0,40.0,67.0,34.0,90.0,166.0,151.0,70.0,142.0,54.0,37.0,99.0,48.0,47.0,185.0,58.0,79.0,67.0,38.0,167.0,81.0,68.0,67.0,102.0,34.0,93.0,81.0,91.0,61.0,74.0,69.0,61.0
521.0,398.0,234.0,478.0,361.0,162.0,244.0,220.0,606.0,306.0,189.0,114.0,158.0,163.0,290.0,165.0,220.0,363.0,355.0,130.0,335.0,292.0,286.0,359.0,372.0,123.0,213.0,462.0,111.0,47.0,279.0,152.0,312.0,267.0,175.0,180.0,267.0,280.0,187.0,192.0,404.0,318.0,139.0,266.0,281.0,135.0,136.0,193.0,206.0,178.0
463.0,691.0,534.0,372.0,878.0,674.0,457.0,515.0,388.0,698.0,417.0,709.0,931.0,697.0,535.0,672.0,630.0,440.0,487.0,473.0,511.0,762.0,579.0,467.0,899.0,519.0,375.0,460.0,521.0,655.0,1132.0,684.0,456.0,667.0,745.0,521.0,554.0,663.0,254.0,426.0,518.0,849.0,701.0,482.0,1139.0,705.0,595.0,359.0,753.0,368.0
1358.0,978.0,1115.0,1479.0,894.0,1938.0,1229.0,1083.0,1169.0,1039.0,1662.0,1425.0,1369.0,1538.0,777.0,971.0,1703.0,1364.0,793.0,1891.0,1281.0,1528.0,1173.0,1669.0,1753.0,1520.0,1032.0,1507.0,2073.0,1283.0,2516.0,1717.0,2071.0,1981.0,1591.0,1101.0,1034.0,996.0,1462.0,1780.0,1762.0,1798.0,967.0,1612.0,1106.0,1023.0,1597.0,824.0,1253.0,1540.0
4253.0,2486.0,2832.0,3310.0,3530.0,2449.0,3117.0,4472.0,1972.0,2774.0,2600.0,2659.0,2576.0,3397.0,2815.0,5938.0,3379.0,3132.0,2495.0,4262.0,3408.0,3879.0,3858.0,2916.0,4293.0,3584.0,2467.0,4090.0,5126.0,3999.0,2407.0,3886.0,3137.0,2835.0,4935.0,3019.0,2556.0,4308.0,3216.0,3951.0,2352.0,3508.0,2668.0,6889.0,2841.0,4679.0,4536.0,2752.0,3061.0,3003.0
6184.0,8088.0,5165.0,5763.0,6201.0,5392.0,7492.0,6471.0,4957.0,6512.0,6213.0,9105.0,7037.0,9653.0,7993.0,10827.0,6814.0,9537.0,7172.0,11679.0,6321.0,7066.0,5692.0,6085.0,7279.0,5259.0,9130.0,6177.0,7703.0,6413.0,7251.0,8012.0,12299.0,6635.0,9760.0,7447.0,6673.0,6865.0,5712.0,6300.0,7481.0,6603.0,7175.0,7122.0,5696.0,6810.0,5873.0,6009.0,6160.0,10208.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
