19987.0,100530.0,77779.0,320874.0,21268.0,419935.0,601583.0,3147975.0,411028.0,2622698.0,41644.0,16477.0,341156.0,25690.0,212841.0,268872.0,72213.0,177805.0,13082.0,98674.0,110719.0,5562.0,87409.0,473427.0,10458.0,249065.0,497045.0,365976.0,32373.0,46944.0,3922.0,328512.0,1548516.0,14816.0,821763.0,54396.0,483753.0,47980.0,255514.0,416148.0,67843.0,59104.0,19258.0,107587.0,64059.0,20604.0,594138.0,33580.0,394556.0,82728.0
263697.0,772629.0,476679.0,2394.0,237860.0,89781.0,546824.0,50500.0,525767.0,20194.0,512425.0,18831.0,524663.0,105648.0,1289304.0,71721.0,66502.0,632428.0,2783.0,288361.0,2516.0,42524.0,38435.0,45897.0,641655.0,16150.0,209488.0,516363.0,222569.0,4437.0,201212.0,880052.0,14433.0,218599.0,165441.0,528714.0,749927.0,183820.0,411930.0,4851.0,752560.0,45558.0,184389.0,297105.0,29072.0,664032.0,13631.0,1847.0,33122.0,227501.0
16511.0,328446.0,439430.0,62405.0,320091.0,16713.0,410670.0,1758.0,59244.0,494133.0,2745.0,878333.0,34730.0,792302.0,24322.0,274739.0,1151500.0,544687.0,25133.0,259254.0,87197.0,116810.0,1268751.0,903460.0,28542.0,442573.0,323150.0,23732.0,599468.0,60826.0,36257.0,15741.0,115471.0,727348.0,826515.0,176745.0,136981.0,254100.0,683825.0,1202.0,18929.0,134439.0,403384.0,327363.0,332428.0,1747403.0,10086.0,791131.0,275999.0,10391.0
141669.0,19306.0,3466.0,124716.0,25686.0,33253.0,585833.0,28107.0,244137.0,56132.0,102269.0,48282.0,1340481.0,211945.0,51556.0,1563443.0,10282.0,4157.0,203002.0,974053.0,61679.0,1093765.0,270843.0,1800.0,18486.0,108521.0,46560.0,489792.0,1463400.0,270101.0,1387258.0,142348.0,31483.0,7926.0,305710.0,109275.0,57100.0,541694.0,299997.0,35624.0,21837.0,78198.0,40637.0,239431.0,91970.0,2105166.0,23442.0,265191.0,1093677.0,380458.0
708991.0,156229.0,54080.0,216767.0,699375.0,17043.0,40669.0,137096.0,13092.0,342509.0,122521.0,83167.0,653183.0,387533.0,103332.0,291958.0,23041.0,13585.0,184370.0,125760.0,34643.0,564635.0,413492.0,95211.0,43751.0,334994.0,2924.0,5567.0,310191.0,695394.0,106980.0,74302.0,9413.0,75191.0,843117.0,703984.0,99710.0,59140.0,675087.0,141685.0,1281536.0,372602.0,64770.0,82075.0,133240.0,64396.0,90928.0,85834.0,51822.0,16449.0
154254.0,380040.0,64592.0,15828.0,6311.0,1428553.0,11207.0,5218.0,674459.0,2198857.0,162941.0,6138.0,207791.0,173987.0,1101129.0,24773.0,58495.0,621219.0,24388.0,27608.0,48696.0,22572.0,5339.0,29724.0,29148.0,529326.0,114289.0,2712.0,116500.0,7921.0,878898.0,104550.0,201779.0,655757.0,422635.0,421226.0,5278.0,94894.0,252552.0,3575.0,561404.0,484020.0,13424.0,151650.0,336187.0,596443.0,251976.0,114788.0,58293.0,230740.0
27947.0,2877.0,144245.0,119366.0,1019277.0,706546.0,286880.0,38981.0,107726.0,159205.0,227079.0,7049.0,82651.0,46959.0,156039.0,249674.0,153.0,371192.0,212771.0,7042.0,34910.0,63737.0,43290.0,284215.0,119057.0,181286.0,706355.0,13371.0,72260.0,149392.0,55100.0,12745.0,7862.0,103727.0,647681.0,2454539.0,160532.0,442662.0,227.0,834052.0,255805.0,130085.0,381572.0,126776.0,416562.0,188041.0,944167.0,4610.0,1919004.0,198878.0
10204.0,10048.0,60550.0,228186.0,22862.0,375509.0,107426.0,45357.0,1100570.0,300160.0,1203326.0,86872.0,1398639.0,130543.0,38535.0,119276.0,162869.0,414757.0,565668.0,61157.0,669455.0,702444.0,63782.0,110151.0,337379.0,773469.0,10853.0,151056.0,268880.0,2190.0,1758.0,182224.0,17738.0,24449.0,430100.0,696342.0,1975155.0,147679.0,65546.0,156371.0,377955.0,485692.0,1134557.0,32224.0,7978.0,1161077.0,262652.0,388116.0,152663.0,158968.0
165144.0,17735.0,19262.0,483593.0,1757637.0,252667.0,26008.0,76327.0,146131.0,876562.0,26390.0,70763.0,317563.0,34699.0,2701600.0,304843.0,46665.0,63979.0,378978.0,440427.0,168909.0,20466.0,1052490.0,2190.0,27018.0,24209.0,321675.0,21986.0,273580.0,1970.0,173685.0,20510.0,178561.0,92877.0,261367.0,350957.0,282988.0,229845.0,397407.0,149690.0,466215.0,685473.0,34.0,23476.0,4583.0,73184.0,3021.0,18956.0,11571.0,1713245.0
202911.0,46896.0,610181.0,76817.0,674217.0,201669.0,22019.0,11560.0,26282.0,199861.0,133055.0,4785.0,5070.0,349685.0,62119.0,15394.0,2450.0,338675.0,25977.0,174684.0,59101.0,174863.0,79255.0,219003.0,74522.0,25218.0,10479.0,2958.0,908003.0,192540.0,37473.0,33770.0,88150.0,852537.0,6547.0,337223.0,22406.0,128549.0,181741.0,136721.0,487096.0,48099.0,3313117.0,332095.0,721212.0,154620.0,1348494.0,28110.0,100950.0,245859.0
